user_id,trade_id,open_time,close_time,pair,direction,lot_size,entry_price,exit_price,stop_loss,take_profit,pnl,time_since_last_trade,hour_of_day,day_of_week,trade_duration_seconds,session,lot_size_vs_baseline,lot_size_change_from_last,position_size_percentile,account_balance,risk_percent_of_balance,consecutive_losses,trades_in_last_30_min,trades_in_session,same_symbol_consecutive,pnl_last_trade,cumulative_pnl_session,pnl_volatility,peak_balance,drawdown_from_peak,sl_present,risk_reward_ratio,emotional_momentum_score,revenge_trading_probability,tilt_detection_score,pattern_deviation_from_baseline,emotional_state_estimation,risk_escalation_velocity
TRADER002,3,2026-01-15 14:30:00,2026-01-15 15:45:00,USD/JPY,BUY,0.05,149.15,149.55,148.65,149.65,20.0,-0.22641509433962265,0.6,-0.5,1.0,0.0,-1.2500000000000007,-0.5833333333333333,-1.0405405405405403,10105.0,0.6115421623162084,0.0,1.5,-0.6565656565656566,0.0,0.1643835616438356,-0.5878594249201278,0.1947284677638345,10325.0,0.7384615384615385,0.0,-0.9996040791841189,0.981021897810219,1.0000000000000002,0.4571428571428573,0.4285714285714286,0.5833333333333335,0.0
TRADER003,7,2026-01-15 14:50:00,2026-01-15 15:08:00,GBP/USD,BUY,0.4,1.2668,1.2618,1.2618,1.2718,-200.0,-0.4528301886792453,0.6,-0.5,-0.9,0.0,7.500000000000004,2.750000000000001,1.1756756756756757,9905.0,0.026886663348847237,1.0,1.5,-0.6363636363636364,0.0,-0.2191780821917808,-0.8434504792332268,0.8248770844040387,10325.0,1.558974358974359,0.0,-0.9998020395919929,2.335766423357665,1.3333333333333335,1.9142857142857146,1.9285714285714297,1.8703703703703705,4.413793103448277
TRADER003,8,2026-01-15 15:12:00,2026-01-15 15:28:00,USD/JPY,SELL,0.8,149.48,149.98,149.98,148.98,-400.0,0.4377358490566038,0.8,-0.5,-0.9666666666666667,0.0,17.50000000000001,3.166666666666667,1.2837837837837835,9505.0,10.80371101000732,2.0,0.0,-0.6161616161616161,0.0,-2.6301369863013697,-1.354632587859425,2.0050017036013275,10325.0,3.2,0.0,-0.9996040791841189,2.5985401459854027,0.6666666666666666,2.6971428571428575,7.642857142857144,2.2916666666666665,8.27586206896552
TRADER003,9,2026-01-15 15:35:00,2026-01-15 16:10:00,EUR/USD,BUY,1.6,1.0858,1.0908,1.0808,1.0958,800.0,0.4830188679245283,0.8,-0.5,-0.3333333333333333,0.0,37.50000000000002,6.500000000000001,1.3783783783783783,10305.0,0.1746916708814537,0.0,0.0,-0.5959595959595959,0.0,-4.821917808219178,-0.33226837060702874,5.3636711935589245,10325.0,-0.08205128205128205,0.0,0.0,3.392700729927008,0.0,3.2114285714285726,19.071428571428577,2.495370370370371,20.413793103448278
TRADER001,5,2026-01-15 15:45:00,2026-01-15 16:30:00,USD/JPY,SELL,0.1,149.2,149.8,149.7,148.7,-60.0,0.0,0.8,-0.5,0.0,0.0,0.0,-12.666666666666668,0.0,10245.0,1.2307561536893468,1.0,0.0,-0.5757575757575758,0.0,8.32876712328767,-0.40894568690095845,5.402174934810487,10325.0,0.1641025641025641,0.0,-0.9996040791841189,0.42627737226277373,0.33333333333333337,0.4400000000000001,-0.2857142857142858,0.3564814814814815,0.0
TRADER003,10,2026-01-16 09:05:00,2026-01-16 09:25:00,GBP/JPY,SELL,0.2,185.88,185.38,186.38,184.88,100.0,15.39622641509434,-0.4,0.0,-0.8333333333333334,0.0,2.5000000000000013,0.6666666666666669,0.9459459459459457,10345.0,2.462304109452315,0.0,-0.5,-0.5555555555555556,0.0,-1.095890410958904,-0.28115015974440893,5.413772793356622,10345.0,-0.1641025641025641,0.0,0.00039592081588114456,-0.28029197080291973,-0.33333333333333337,-0.2514285714285714,-0.9285714285714282,-0.4166666666666665,2.06896551724138
TRADER001,6,2026-01-16 09:15:00,2026-01-16 10:00:00,EUR/USD,BUY,0.1,1.0865,1.0915,1.0815,1.0965,50.0,0.22641509433962265,-0.4,0.0,0.0,0.0,0.0,-1.0,0.0,10395.0,-0.012693664213685315,0.0,0.0,-0.5353535353535354,0.0,0.6575342465753424,-0.21725239616613418,5.139666960040949,10395.0,-0.1641025641025641,0.0,0.0,-0.11094890510948903,0.0,-0.21714285714285708,-0.2857142857142858,-0.2824074074074073,-4.13793103448276
TRADER004,3,2026-01-16 09:30:00,2026-01-16 12:00:00,USD/JPY,BUY,0.08,149.2,149.7,148.7,150.2,40.0,-0.07547169811320754,-0.4,0.0,3.5,0.0,-0.5000000000000004,-0.3333333333333333,-0.49999999999999994,10435.0,0.961297949254403,0.0,0.5,-0.5151515151515151,0.0,0.1095890410958904,-0.16613418530351437,3.9422758096439687,10435.0,-0.1641025641025641,0.0,0.00039592081588114456,0.24525547445255472,0.33333333333333337,0.0,0.0,0.0,-9.931034482758623
TRADER003,11,2026-01-16 09:40:00,2026-01-16 09:58:00,EUR/USD,BUY,0.2,1.0868,1.0918,1.0818,1.0968,100.0,-1.7358490566037736,-0.4,0.0,-0.9,0.0,2.5000000000000013,0.8333333333333335,0.9459459459459457,10535.0,-0.0006455697176718726,0.0,0.5,-0.494949494949495,0.0,0.0,-0.038338658146964855,0.1851315244924784,10535.0,-0.1641025641025641,0.0,8.859597455668223e-14,0.5255474452554747,0.33333333333333337,0.27428571428571447,-0.9285714285714282,0.22222222222222232,-19.31034482758621
TRADER002,4,2026-01-16 09:45:00,2026-01-16 10:50:00,EUR/USD,SELL,0.05,1.087,1.082,1.092,1.077,25.0,0.1811320754716981,-0.4,0.0,0.6666666666666666,0.0,-1.2500000000000007,-1.4166666666666667,-1.0405405405405403,10560.0,-0.01897888629169219,0.0,1.0,-0.47474747474747475,1.0,0.6575342465753424,-0.006389776357827476,-0.22014781806589692,10560.0,-0.1641025641025641,0.0,0.0,0.5781021897810219,0.6666666666666666,0.1942857142857145,0.4285714285714286,0.263888888888889,-0.6896551724137931
TRADER005,4,2026-01-16 09:45:00,2026-01-16 10:30:00,EUR/USD,SELL,0.12,1.087,1.092,1.092,1.082,-60.0,-0.6037735849056604,-0.4,0.0,0.0,0.0,0.4999999999999995,0.4166666666666667,0.5000000000000001,10500.0,-0.010366778304665359,1.0,1.0,-0.45454545454545453,2.0,-0.1643835616438356,-0.08306709265175719,0.08832207156634218,10560.0,0.08205128205128205,0.0,-0.9998020395920816,1.278832116788321,1.0000000000000002,1.0114285714285718,-0.5714285714285714,1.0324074074074074,-1.1034482758620692
TRADER003,12,2026-01-16 10:15:00,2026-01-16 10:30:00,USD/JPY,SELL,0.2,149.55,149.05,150.05,148.55,100.0,0.1509433962264151,-0.2,0.0,-1.0,0.0,2.5000000000000013,0.5000000000000002,0.9459459459459457,10600.0,2.4024663188235036,0.0,0.5,-0.43434343434343436,0.0,-1.095890410958904,0.04472843450479233,0.1927167850853622,10600.0,-0.1641025641025641,0.0,0.00039592081588114456,0.5255474452554747,0.33333333333333337,0.27428571428571447,-0.9285714285714282,0.22222222222222232,1.3793103448275863
TRADER001,7,2026-01-16 11:20:00,2026-01-16 12:05:00,GBP/USD,SELL,0.1,1.265,1.268,1.27,1.26,-30.0,1.1320754716981132,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,10570.0,-0.012898582304849334,1.0,-0.5,-0.41414141414141414,0.0,0.6575342465753424,0.006389776357827476,0.28957831822672464,10600.0,-0.041025641025641026,0.0,-0.9998020395920816,0.02335766423357666,0.0,0.17714285714285716,-0.2857142857142858,0.037037037037037056,0.2758620689655173
TRADER005,5,2026-01-16 13:15:00,2026-01-16 14:00:00,GBP/JPY,BUY,0.12,186.0,186.5,185.5,187.0,60.0,1.4339622641509433,0.4,0.0,0.0,0.0,0.4999999999999995,0.0,0.5000000000000001,10630.0,1.4273409055943769,0.0,-0.5,-0.3939393939393939,0.0,-0.7671232876712328,0.08306709265175719,0.1800377065825559,10630.0,-0.1641025641025641,0.0,0.00039592081588114456,-0.46715328467153294,-0.33333333333333337,-0.4342857142857143,-0.5714285714285714,-0.5648148148148147,-1.1034482758620692
TRADER002,5,2026-01-16 13:20:00,2026-01-16 14:35:00,GBP/JPY,BUY,0.05,185.9,186.3,185.4,186.4,20.0,-0.22641509433962265,0.4,0.0,1.0,0.0,-1.2500000000000007,-0.7499999999999999,-1.0405405405405403,10650.0,0.5789643201423315,0.0,0.0,-0.37373737373737376,1.0,0.2191780821917808,0.10862619808306709,0.17901533671902012,10650.0,-0.1641025641025641,0.0,-0.9996040791841189,-0.22773722627737233,0.0,-0.33142857142857146,0.4285714285714286,-0.3749999999999999,0.0
TRADER001,8,2026-01-16 13:40:00,2026-01-16 14:25:00,EUR/USD,BUY,0.1,1.087,1.082,1.082,1.092,-50.0,-0.4528301886792453,0.4,0.0,0.0,0.0,0.0,0.2500000000000001,0.0,10600.0,-0.012933031742439963,1.0,0.5,-0.35353535353535354,0.0,-0.2191780821917808,0.04472843450479233,0.14029710794731556,10650.0,0.041025641025641026,0.0,-0.9998020395919929,0.829197080291971,0.6666666666666666,0.702857142857143,-0.2857142857142858,0.6759259259259259,-0.2758620689655171
TRADER004,4,2026-01-16 14:00:00,2026-01-16 16:30:00,EUR/USD,SELL,0.08,1.0875,1.0825,1.0925,1.0775,40.0,0.0,0.6,0.0,3.5,0.0,-0.5000000000000004,-0.3333333333333333,-0.49999999999999994,10640.0,-0.015397073094507706,0.0,0.0,-0.3333333333333333,1.0,-0.9863013698630136,0.09584664536741214,-0.06524665975747561,10650.0,-0.12307692307692308,0.0,0.0,-0.15766423357664236,0.0,-0.26285714285714284,0.0,-0.3194444444444443,-1.6551724137931036
TRADER003,13,2026-01-16 14:05:00,2026-01-16 14:22:00,EUR/USD,BUY,0.2,1.0872,1.0822,1.0822,1.0922,-100.0,-1.8113207547169812,0.6,0.0,-0.9333333333333333,0.0,2.5000000000000013,0.8333333333333335,0.9459459459459457,10540.0,-0.0006571565996458647,1.0,0.5,-0.31313131313131315,2.0,0.0,-0.03194888178913738,0.20521517074373133,10650.0,0.28717948717948716,0.0,-0.9998020395919929,1.0627737226277374,0.6666666666666666,0.9314285714285717,-0.9285714285714282,0.8611111111111113,1.3793103448275863
TRADER003,14,2026-01-16 14:28:00,2026-01-16 14:42:00,GBP/USD,SELL,0.4,1.2672,1.2722,1.2722,1.2622,-200.0,0.4679245283018868,0.6,0.0,-1.0333333333333334,0.0,7.500000000000004,1.5000000000000002,1.1756756756756757,10340.0,0.02470083545568779,2.0,0.5,-0.29292929292929293,0.0,-1.5342465753424657,-0.28753993610223644,0.6055858439312135,10650.0,1.1076923076923078,0.0,-0.9998020395919929,2.0671532846715333,1.0000000000000002,2.045714285714286,1.9285714285714297,1.87037037037037,3.862068965517242
TRADER001,9,2026-01-16 14:30:00,2026-01-16 14:48:00,EUR/USD,BUY,0.2,1.0825,1.0795,1.0775,1.0875,-60.0,0.19622641509433963,0.6,0.0,-0.9,0.0,2.5000000000000013,-1.8333333333333335,0.9459459459459457,10280.0,-3.969301180652291e-05,3.0,1.0,-0.2727272727272727,0.0,-2.6301369863013697,-0.36421725239616615,0.4727643209815658,10650.0,1.353846153846154,0.0,-0.9998020395920816,2.5401459854014607,1.6666666666666667,2.5085714285714293,-0.9285714285714282,2.458333333333333,2.06896551724138
TRADER003,15,2026-01-16 14:48:00,2026-01-16 15:05:00,USD/JPY,BUY,0.8,149.38,148.78,148.88,149.88,-480.0,0.37735849056603776,0.6,0.0,-0.9333333333333333,0.0,17.50000000000001,4.833333333333334,1.2837837837837835,9800.0,10.477742580505492,4.0,0.5,-0.25252525252525254,0.0,-1.095890410958904,-0.9776357827476039,1.9537739336337487,10650.0,3.3230769230769233,0.0,-0.9996040791841189,4.075912408759125,1.6666666666666667,4.274285714285715,7.642857142857144,3.8888888888888884,9.655172413793105
TRADER004,5,2026-01-17 09:15:00,2026-01-17 11:45:00,GBP/JPY,BUY,0.08,185.95,186.45,185.45,186.95,40.0,16.830188679245282,-0.4,0.5,3.5,0.0,-0.5000000000000004,-6.166666666666668,-0.49999999999999994,9840.0,1.0209411765221692,0.0,-0.5,-0.23232323232323232,0.0,-5.698630136986301,-0.9265175718849841,1.9537739336337487,10650.0,3.158974358974359,0.0,0.00039592081588114456,-0.5605839416058396,-0.33333333333333337,-0.5257142857142858,0.0,-0.6388888888888887,0.0
TRADER003,16,2026-01-17 09:20:00,2026-01-17 09:45:00,EUR/USD,SELL,0.2,1.0818,1.0868,1.0868,1.0768,-100.0,-1.8113207547169812,-0.4,0.5,-0.6666666666666666,0.0,2.5000000000000013,0.8333333333333335,0.9459459459459457,9740.0,0.0013480639604371457,1.0,0.0,-0.21212121212121213,0.0,0.0,-1.0543130990415335,1.9537739336337487,10650.0,3.5692307692307694,0.0,-0.9998020395919929,0.6598540145985402,0.33333333333333337,0.6685714285714286,-0.9285714285714282,0.5416666666666665,0.0
TRADER003,17,2026-01-17 10:00:00,2026-01-17 10:18:00,GBP/JPY,BUY,0.4,186.15,185.65,185.65,186.65,-200.0,0.6037735849056604,-0.2,0.5,-0.9,0.0,7.500000000000004,1.5000000000000002,1.1756756756756757,9540.0,5.369456029121549,2.0,-0.5,-0.1919191919191919,0.0,-1.5342465753424657,-1.3099041533546325,1.9537739336337487,10650.0,4.38974358974359,0.0,-0.9996040791841189,1.2613138686131393,0.33333333333333337,1.52,1.9285714285714297,1.2314814814814814,0.0
TRADER005,6,2026-01-17 10:00:00,2026-01-17 10:45:00,USD/JPY,SELL,0.12,149.55,149.05,150.05,148.55,60.0,0.10566037735849057,-0.2,0.5,0.0,0.0,0.4999999999999995,-2.5000000000000004,0.5000000000000001,9600.0,1.5831725692438743,0.0,-0.5,-0.1717171717171717,0.0,-2.6301369863013697,-1.233226837060703,2.235974572478424,10650.0,4.143589743589744,0.0,0.00039592081588114456,-0.46715328467153294,-0.33333333333333337,-0.4342857142857143,-0.5714285714285714,-0.5648148148148147,-1.1034482758620692
TRADER001,10,2026-01-17 10:00:00,2026-01-17 11:30:00,EUR/USD,BUY,0.1,1.081,1.086,1.076,1.091,50.0,-0.3018867924528302,-0.2,0.5,1.5,0.0,0.0,-0.3333333333333332,0.0,9650.0,-0.011738130092844934,0.0,-0.5,-0.15151515151515152,0.0,0.2191780821917808,-1.1693290734824282,0.8483947991035703,10650.0,3.9384615384615387,0.0,8.859597455668223e-14,-0.5138686131386863,-0.33333333333333337,-0.48000000000000004,-0.2857142857142858,-0.6018518518518517,-9.655172413793105
TRADER002,6,2026-01-17 10:15:00,2026-01-17 11:30:00,EUR/USD,BUY,0.05,1.0815,1.0865,1.0765,1.0915,25.0,-0.7547169811320755,-0.2,0.5,1.0,0.0,-1.2500000000000007,-0.5833333333333333,-1.0405405405405403,9675.0,-0.01842164907137988,0.0,1.0,-0.13131313131313133,1.0,0.1095890410958904,-1.1373801916932906,0.8204816198862971,10650.0,3.835897435897436,0.0,8.859597455668223e-14,0.5781021897810219,0.6666666666666666,0.1942857142857145,0.4285714285714286,0.263888888888889,-0.41379310344827586
TRADER003,18,2026-01-17 10:25:00,2026-01-17 10:50:00,USD/JPY,SELL,0.8,149.58,149.08,150.08,148.58,400.0,-0.6037735849056604,-0.2,0.5,-0.6666666666666666,0.0,17.50000000000001,6.083333333333333,1.2837837837837835,10075.0,10.191065294499968,0.0,1.5,-0.1111111111111111,0.0,-0.1643835616438356,-0.6261980830670927,2.1683526629863414,10650.0,2.194871794871795,0.0,0.00039592081588114456,2.732846715328468,1.0000000000000002,2.1714285714285717,7.642857142857144,1.972222222222222,8.27586206896552
TRADER002,7,2026-01-17 14:00:00,2026-01-17 15:15:00,USD/JPY,SELL,0.05,149.6,149.15,150.1,148.65,22.5,3.2452830188679247,0.6,0.5,1.0,0.0,-1.2500000000000007,-6.416666666666667,-1.0405405405405403,10097.5,0.6120150116941542,0.0,-0.5,-0.09090909090909091,1.0,3.9452054794520546,-0.597444089456869,1.4696986230476397,10650.0,2.1025641025641026,0.0,-0.0996040791841416,-0.6306569343065694,-0.33333333333333337,-0.5942857142857143,0.4285714285714286,-0.6944444444444442,-4.8275862068965525
TRADER001,11,2026-01-17 14:15:00,2026-01-17 15:00:00,GBP/JPY,SELL,0.1,186.2,185.7,186.7,185.2,50.0,-0.5283018867924528,0.6,0.5,0.0,0.0,0.0,0.2500000000000001,0.0,10147.5,1.2428224872564775,0.0,0.0,-0.0707070707070707,0.0,-0.1917808219178082,-0.5335463258785943,1.4810469657112608,10650.0,1.8974358974358974,0.0,0.00039592081588114456,-0.11094890510948903,0.0,-0.21714285714285708,-0.2857142857142858,-0.2824074074074073,-0.2758620689655171
TRADER003,19,2026-01-17 14:30:00,2026-01-17 14:52:00,EUR/USD,BUY,0.2,1.0825,1.0875,1.0775,1.0925,100.0,-0.07547169811320754,0.6,0.5,-0.7666666666666667,0.0,2.5000000000000013,0.6666666666666669,0.9459459459459457,10247.5,3.969301180652291e-05,0.0,0.5,-0.050505050505050504,0.0,0.1095890410958904,-0.4057507987220447,1.4403873149271118,10650.0,1.4871794871794872,0.0,0.0,0.5255474452554747,0.33333333333333337,0.27428571428571447,-0.9285714285714282,0.22222222222222232,1.3793103448275863
TRADER004,6,2026-01-17 14:30:00,2026-01-17 17:00:00,USD/JPY,SELL,0.08,149.6,149.1,150.1,148.6,40.0,0.045283018867924525,0.6,0.5,3.5,0.0,-0.5000000000000004,-1.1666666666666667,-0.49999999999999994,10287.5,0.9754402946489841,0.0,0.5,-0.030303030303030304,0.0,0.6575342465753424,-0.3546325878594249,1.4126148591885124,10650.0,1.323076923076923,0.0,0.00039592081588114456,0.24525547445255472,0.33333333333333337,0.0,0.0,0.0,0.41379310344827586
TRADER005,7,2026-01-17 14:30:00,2026-01-17 15:15:00,EUR/USD,BUY,0.12,1.0825,1.0775,1.0775,1.0875,-60.0,-1.8867924528301887,0.6,0.5,0.0,0.0,0.4999999999999995,0.1666666666666667,0.5000000000000001,10227.5,-0.009975008735112307,1.0,0.5,-0.010101010101010102,0.0,0.0,-0.43130990415335463,0.08932158865698815,10650.0,1.5692307692307692,0.0,-0.9998020395920816,0.8759124087591241,0.6666666666666666,0.7485714285714287,-0.5714285714285714,0.712962962962963,-9.379310344827587
